words,links,capital_words,spam_word_count,is_spam
252,2,0,0,0
413,8,24,1,1
647,7,22,9,1
208,2,8,1,0
405,9,1,4,1
197,3,3,2,0
106,10,11,10,1
391,2,2,6,0
300,5,3,6,1
121,0,17,4,1
161,6,22,3,1
277,0,1,1,0
145,0,0,1,0
967,3,28,3,1
517,6,6,7,1
580,3,26,3,1
241,5,26,3,1
64,1,2,0,0
200,1,18,6,1
815,2,13,7,1
61,0,10,3,0
286,1,10,2,0
112,2,6,0,0
825,5,5,0,1
194,2,5,1,0
182,1,1,1,0
244,2,0,6,0
870,3,20,3,1
195,1,0,0,0
156,3,11,6,1
282,1,1,1,0
476,2,1,9,1
130,2,9,3,1
189,5,5,7,1
240,1,2,1,0
214,1,2,1,0
72,2,0,2,0
56,0,0,5,0
503,10,13,3,1
223,1,6,3,0
375,3,23,9,1
60,2,3,2,0
110,1,2,5,0
169,2,3,3,0
220,1,0,0,0
80,3,1,6,0
242,1,1,4,0
66,0,0,1,0
217,0,0,1,0
103,4,0,2,0
730,0,19,8,1
194,2,3,3,0
223,1,0,5,0
676,5,24,5,1
69,1,1,2,0
145,1,5,5,0
203,0,2,6,0
940,2,9,2,1
714,3,28,6,1
134,2,16,2,1
165,2,3,0,0
121,3,3,5,1
121,6,20,9,1
733,3,0,5,1
155,2,1,3,0
76,3,19,7,1
279,2,0,2,0
175,1,1,0,0
853,10,18,3,1
836,3,6,3,1
751,5,17,8,1
289,1,2,0,0
282,0,5,6,0
163,0,3,4,0
163,2,0,0,0
133,2,1,0,0
892,5,6,5,1
214,1,2,1,0
615,9,12,4,1
350,9,7,1,1
198,3,3,2,0
203,2,3,1,0
44,2,2,0,0
232,2,4,2,0
108,0,0,9,1
272,0,3,0,0
216,2,0,0,0
220,5,3,1,0
396,8,24,2,1
58,1,0,1,0
238,2,2,5,0
628,2,15,4,1
839,2,7,9,1
959,3,28,4,1
167,3,29,3,1
192,1,1,1,0
275,1,1,6,0
646,4,25,9,1
141,1,0,3,1
235,0,1,3,0
152,5,23,6,1
983,3,14,5,1
899,2,21,7,1
233,3,26,5,1
737,2,22,1,1
197,9,6,3,1
229,5,10,0,0
56,9,3,3,1
980,2,9,9,1
96,1,10,1,0
811,10,10,8,1
769,3,2,6,1
132,0,10,0,0
97,2,29,10,1
57,2,0,5,0
837,7,26,3,1
174,5,6,2,0
882,7,21,3,1
596,7,5,8,1
882,9,23,2,1
464,5,0,2,0
214,0,7,1,0
196,0,1,0,0
613,2,13,5,1
92,1,1,1,0
156,1,0,1,0
657,2,4,3,1
157,2,16,10,1
109,2,1,2,0
78,0,7,1,0
268,5,5,6,1
240,8,0,9,1
83,10,23,10,1
281,1,2,1,0
393,7,20,4,1
114,7,11,3,1
118,1,1,2,0
62,7,21,7,1
400,3,22,10,1
357,6,15,7,1
156,2,2,1,0
274,2,0,2,0
252,1,2,2,0
778,4,28,6,1
295,2,2,1,0
116,2,5,0,0
217,5,0,1,0
149,3,5,10,1
27,0,2,0,0
306,0,26,10,1
274,2,2,5,1
387,1,3,0,0
300,0,1,1,0
576,0,12,3,1
196,7,19,1,1
177,4,22,2,1
243,8,30,7,1
121,1,3,6,0
62,1,18,2,1
615,7,7,7,1
274,2,2,2,0
505,5,7,10,1
371,0,4,6,1
126,4,3,1,0
112,3,12,3,1
102,2,0,2,0
173,5,1,2,0
210,0,1,1,0
245,4,16,0,1
203,2,24,2,1
113,10,9,6,1
73,9,5,0,1
152,2,23,10,1
535,3,11,3,1
21,0,6,1,0
656,6,27,3,1
740,8,14,6,1
390,6,23,3,1
644,8,15,4,1
204,0,3,1,0
255,2,0,0,0
45,0,1,2,0
179,4,1,2,0
62,1,1,0,0
123,3,4,7,1
727,8,11,8,1
130,2,1,6,0
128,1,24,1,1
201,1,0,2,0
841,2,28,8,1
170,2,9,2,0
956,6,5,7,1
123,3,2,2,0
292,2,3,0,0
62,0,1,1,0
283,0,0,1,0
55,3,2,10,1
171,4,3,0,0
387,0,2,0,0
526,8,23,9,1
177,1,1,2,0
238,1,2,1,0
609,6,5,2,1
95,1,3,1,0
112,7,6,5,1
292,2,2,2,0
119,9,9,10,1
122,0,8,1,1
215,0,0,0,0
229,1,3,2,0
240,4,0,1,1
168,2,7,2,0
180,7,21,4,1
741,2,21,8,1
149,6,25,5,1
283,0,2,0,0
383,10,10,1,1
938,5,30,7,1
184,3,2,2,0
786,8,9,0,1
280,1,0,1,0
687,3,13,1,1
255,2,3,2,0
633,1,19,2,1
188,1,3,0,0
122,5,3,3,1
160,2,2,0,0
172,2,0,4,1
129,1,8,2,0
736,5,29,9,1
735,5,20,5,1
184,1,0,8,1
162,2,1,1,0
58,4,3,2,0
826,7,5,0,1
139,6,3,7,1
33,0,1,1,0
170,6,6,8,1
247,1,3,0,0
245,2,1,2,0
717,8,22,7,1
759,5,2,5,1
310,9,16,1,1
381,3,24,3,1
230,0,1,0,0
106,5,3,1,0
490,0,1,6,0
201,2,1,2,0
289,0,0,0,0
68,2,3,2,0
991,5,26,3,1
181,2,0,2,0
130,3,3,1,0
307,9,17,4,1
184,1,2,0,0
67,4,7,2,0
300,0,1,1,0
209,0,2,2,0
193,1,1,1,0
127,6,28,10,1
94,3,2,2,0
127,2,0,4,0
724,5,3,5,1
98,0,8,1,0
338,2,1,2,0
240,1,1,1,0
290,0,3,6,0
141,0,12,4,1
882,1,18,9,1
169,0,2,3,0
290,10,18,0,1
210,2,6,3,1
150,2,10,1,0
333,10,13,6,1
715,8,14,7,1
137,7,18,7,1
113,0,3,2,0
355,1,15,5,1
77,7,4,1,1
317,3,24,3,1
572,0,5,5,1
143,8,30,6,1
45,0,2,0,0
40,3,9,0,0
330,1,3,3,1
997,6,6,7,1
28,0,1,0,0
285,1,2,1,0
127,2,15,7,1
978,6,3,3,1
291,1,3,1,0
70,7,1,8,1
309,3,3,10,1
251,1,1,0,0
767,5,4,6,1
232,1,0,1,0
231,4,2,2,0
178,0,9,6,0
79,0,8,6,0
146,4,0,6,0
259,3,3,3,0
123,0,3,0,0
895,2,23,2,1
532,9,15,10,1
529,5,9,7,1
87,1,3,1,0
299,1,2,0,0
168,9,22,0,1
863,2,22,10,1
694,3,23,5,1
279,9,14,3,1
26,0,6,3,0
143,4,21,2,1
754,2,12,5,1
216,0,2,2,0
21,2,1,1,0
198,2,9,2,0
394,8,25,8,1
893,9,6,10,1
249,0,3,2,0
438,7,5,6,1
730,4,15,0,1
210,3,5,9,1
475,1,16,4,1
233,4,8,2,0
170,2,11,10,1
39,2,5,1,0
165,4,3,1,0
189,0,3,1,0
432,0,2,0,0
809,2,5,6,1
107,0,1,2,0
30,1,2,2,0
254,5,3,2,0
221,1,0,0,0
922,6,7,10,1
835,10,4,8,1
400,0,10,0,0
910,7,24,4,1
22,0,3,3,0
275,9,3,5,1
68,8,2,8,1
154,5,0,2,0
161,9,17,9,1
231,2,0,2,0
97,8,9,4,1
172,3,1,1,0
264,7,3,9,1
237,1,3,2,0
521,1,5,9,1
155,2,17,5,1
470,3,22,10,1
216,0,8,2,0
451,2,19,3,1
376,2,26,7,1
159,0,23,0,1
243,0,3,2,0
673,1,19,3,1
239,1,8,1,0
260,2,2,0,0
93,1,3,0,0
186,5,5,9,1
45,1,1,1,0
93,0,0,4,0
131,2,6,6,1
261,6,5,5,1
251,1,0,0,0
280,2,2,2,0
139,8,2,0,1
204,1,8,2,0
661,7,14,7,1
170,5,1,0,0
190,3,3,2,0
44,0,0,2,0
156,1,3,2,0
513,2,23,3,1
170,5,1,0,0
244,2,2,2,0
28,1,2,2,0
791,3,22,7,1
100,1,1,1,0
777,2,5,4,1
164,1,2,5,0
351,10,7,4,1
283,4,26,6,1
799,9,1,8,1
147,0,3,2,0
101,4,0,5,1
274,1,2,2,0
912,2,3,5,1
73,5,0,3,1
804,10,15,3,1
179,9,29,3,1
393,8,10,3,1
237,0,3,2,0
962,8,5,5,1
94,1,2,2,0
202,2,2,0,0
207,0,3,1,0
80,3,1,0,0
246,9,19,3,1
161,3,26,8,1
533,2,5,4,1
42,2,3,2,0
383,4,15,5,1
211,1,2,0,0
241,0,0,3,0
764,10,23,3,1
57,2,0,4,0
216,10,24,3,1
98,8,16,2,1
175,2,3,1,0
39,4,0,1,0
46,1,5,1,0
254,0,3,1,0
100,7,20,5,1
270,1,2,0,0
138,7,28,4,1
261,1,4,1,0
959,2,30,6,1
117,1,3,2,0
179,0,1,2,0
754,9,24,4,1
199,10,15,4,1
818,6,7,0,1
55,2,0,1,0
216,2,3,2,0
213,0,1,5,1
652,10,12,6,1
180,1,1,2,0
38,1,3,2,0
425,1,0,0,0
115,8,15,9,1
274,1,3,1,0
732,10,18,8,1
277,1,1,0,0
177,10,11,7,1
871,8,5,4,1
937,3,20,4,1
328,1,2,1,0
892,7,3,4,1
451,1,2,1,0
211,1,2,2,0
153,2,0,4,0
130,0,1,2,0
832,4,16,1,1
54,4,3,1,0
103,2,25,7,1
243,1,3,2,0
253,2,6,2,0
994,9,20,1,1
258,2,1,4,1
165,5,23,0,1
438,1,1,1,0
168,2,1,2,0
83,10,5,4,1
234,1,0,2,0
38,1,6,1,0
464,2,3,1,0
66,1,10,2,0
496,2,2,2,0
151,1,0,6,0
793,4,1,2,1
144,0,0,9,1
90,3,7,5,1
57,1,2,4,0
188,2,1,2,0
472,2,1,2,0
128,5,4,3,1
161,5,5,0,0
109,1,2,2,0
88,2,2,0,0
192,1,9,2,0
614,4,28,0,1
65,2,2,2,0
336,3,3,4,0
941,9,8,0,1
136,4,16,10,1
965,10,10,8,1
174,1,2,2,0
46,2,1,0,0
609,8,20,8,1
471,6,5,5,1
296,0,1,1,0
110,3,0,2,0
195,4,3,8,1
700,6,22,4,1
237,2,3,6,0
311,9,29,3,1
927,8,9,9,1
327,7,0,9,1
790,9,13,1,1
265,4,2,0,0
120,2,25,9,1
178,1,2,2,0
117,2,29,9,1
119,10,13,5,1
258,2,2,4,0
274,4,0,2,0
575,5,27,4,1
184,2,3,1,0
751,6,1,9,1
825,3,22,10,1
332,10,13,1,1
229,0,4,1,0
581,4,0,1,1
118,9,13,10,1
540,8,0,8,1
86,2,1,2,0
130,2,3,0,0
156,2,2,5,0
665,6,23,2,1
129,2,0,1,0
612,10,20,4,1
259,3,3,2,0
51,3,3,0,0
65,0,4,2,0
101,5,0,8,1
278,0,1,4,0
300,1,1,5,0
79,0,3,2,0
83,1,0,0,0
294,2,3,3,0
288,1,2,5,0
272,10,8,4,1
426,1,0,0,0
485,1,0,2,0
85,8,4,9,1
56,10,2,4,1
395,4,6,10,1
259,7,0,5,1
988,8,13,10,1
202,3,8,6,1
142,0,0,2,0
20,1,1,2,0
102,1,2,0,0
73,8,11,9,1
571,10,16,4,1
188,0,0,2,0
57,0,1,1,0
218,1,3,3,0
83,3,0,0,0
322,4,7,1,1
194,2,2,4,0
237,2,2,1,0
935,5,28,5,1
246,5,9,3,1
62,2,27,8,1
79,4,0,2,0
166,9,29,7,1
220,4,3,1,0
644,2,23,6,1
110,5,0,2,0
90,7,17,8,1
946,7,16,10,1
739,3,5,1,1
192,7,17,9,1
211,10,8,5,1
560,3,22,9,1
364,6,20,3,1
292,0,1,0,0
392,7,10,2,1
857,7,6,9,1
295,4,3,0,0
141,2,3,0,0
926,0,20,8,1
856,10,13,0,1
406,6,13,1,1
524,2,11,4,1
764,3,13,3,1
207,6,2,5,1
127,0,3,6,0
168,4,2,1,0
125,4,6,10,1
149,2,0,0,0
137,2,0,0,0
706,1,6,4,1
148,2,0,1,0
26,4,1,1,0
228,1,0,0,0
706,7,27,7,1
268,0,1,0,0
136,4,1,2,0
546,4,7,4,1
62,2,10,1,0
94,1,3,0,0
1000,3,23,3,1
799,7,28,5,1
282,1,0,0,0
694,5,24,4,1
424,10,1,7,1
217,8,24,2,1
32,1,3,1,0
270,0,4,5,0
610,8,20,5,1
166,0,9,0,0
62,0,3,3,0
119,2,10,1,0
220,2,0,1,0
850,6,22,10,1
216,7,23,10,1
444,8,0,6,1
288,1,2,4,0
415,5,3,1,0
859,1,28,5,1
848,8,0,3,1
46,0,7,0,0
119,3,5,4,1
42,1,3,1,0
42,2,3,1,0
803,0,16,5,1
737,2,4,7,1
254,1,1,0,0
371,2,9,5,1
195,10,25,3,1
906,2,2,2,1
191,2,1,4,1
157,2,2,8,1
170,1,2,0,0
363,2,0,0,0
188,2,9,3,0
139,2,10,0,0
408,2,21,0,1
167,2,12,7,1
211,1,0,2,0
97,0,3,0,0
164,2,3,1,0
294,5,2,1,0
290,1,0,0,0
150,0,3,2,0
151,1,3,2,0
120,1,3,0,0
898,2,3,7,1
340,0,2,2,0
217,8,0,10,1
651,9,11,10,1
149,3,1,2,0
642,5,6,6,1
542,2,12,3,1
655,7,10,1,1
195,1,2,2,0
416,3,5,8,1
191,2,0,2,0
736,2,25,5,1
531,3,17,7,1
53,0,2,4,0
218,4,3,1,0
58,9,6,4,1
202,1,5,3,0
184,10,24,9,1
135,2,2,1,0
167,0,9,1,0
127,0,0,2,0
430,8,18,6,1
289,0,0,2,0
265,3,3,2,0
259,1,0,2,0
170,6,27,7,1
125,6,24,5,1
359,0,1,6,1
189,2,3,2,0
949,8,19,9,1
233,1,0,1,0
662,5,6,7,1
908,2,29,9,1
933,6,14,9,1
830,9,23,10,1
301,10,30,3,1
123,10,9,4,1
359,9,7,8,1
54,2,3,2,0
473,4,12,9,1
466,2,1,0,0
36,2,1,3,0
230,0,3,2,0
279,0,3,1,0
848,2,1,4,1
207,0,0,2,0
483,0,2,6,0
219,1,3,1,0
258,2,0,0,0
748,3,22,3,1
259,0,0,1,0
405,10,14,5,1
250,2,3,1,0
260,1,1,1,0
429,1,2,2,0
273,2,3,2,0
207,0,8,1,0
560,9,11,0,1
101,2,3,1,0
297,10,22,7,1
695,3,25,10,1
183,5,23,0,1
181,0,4,1,0
78,2,3,2,0
234,4,25,5,1
935,4,10,8,1
275,0,1,3,0
205,0,2,1,0
379,1,0,0,0
170,0,2,1,0
199,2,2,0,0
516,9,2,4,1
131,8,10,3,1
906,7,6,1,1
40,2,1,1,0
224,10,29,10,1
954,9,8,6,1
268,0,0,0,0
97,0,0,0,0
806,7,19,3,1
705,2,5,10,1
945,2,9,1,1
953,10,29,7,1
205,1,5,6,0
66,1,3,2,0
167,0,8,1,0
67,2,0,0,0
237,8,10,3,1
134,2,22,9,1
268,0,2,1,0
247,0,2,5,0
237,0,3,2,0
23,1,2,0,0
165,1,10,1,0
209,3,0,6,0
458,7,16,8,1
187,2,0,2,0
146,2,10,2,0
114,7,5,7,1
66,2,14,5,1
514,2,11,3,1
25,0,2,0,0
761,5,29,7,1
288,3,1,1,0
632,8,28,8,1
224,1,6,2,0
604,5,23,8,1
510,4,21,9,1
263,0,3,2,0
200,5,3,2,0
361,0,3,0,0
174,4,7,2,0
249,5,2,2,0
893,2,12,9,1
46,1,2,0,0
297,5,2,0,0
187,2,3,0,0
937,4,8,4,1
316,8,22,4,1
362,8,23,8,1
93,1,0,2,0
637,3,30,1,1
181,1,3,0,0
179,2,10,0,0
250,3,7,0,0
138,5,2,1,0
270,2,3,0,0
644,2,16,2,1
707,3,23,8,1
245,2,2,2,0
143,0,5,8,1
294,2,3,5,0
289,0,2,3,0
519,4,0,4,1
192,10,23,6,1
195,2,0,0,0
127,4,3,1,0
528,9,16,9,1
87,0,1,0,0
318,3,2,7,1
188,2,24,8,1
187,8,15,6,1
149,5,21,9,1
891,3,18,4,1
406,0,1,0,0
287,2,0,0,0
414,3,14,3,1
76,0,2,2,0
250,5,5,2,0
211,0,18,0,1
390,7,26,5,1
341,3,11,8,1
429,2,24,6,1
60,1,2,2,0
71,6,14,5,1
75,0,0,2,0
912,9,5,9,1
364,0,1,0,0
258,0,3,2,0
88,3,2,2,0
295,3,1,2,0
173,9,11,1,1
186,1,4,2,0
327,0,3,0,0
214,1,2,3,0
161,4,8,8,1
577,9,11,8,1
33,1,6,1,0
408,0,24,8,1
34,2,6,2,0
417,5,13,8,1
451,2,5,3,1
174,4,3,4,0
103,0,1,0,0
633,8,5,10,1
493,3,0,2,0
297,2,13,7,1
845,9,28,5,1
106,3,3,1,0
181,2,12,2,1
106,7,11,1,1
203,0,10,2,0
233,5,0,0,0
199,4,24,8,1
79,2,8,5,0
223,2,0,0,0
108,0,1,6,0
317,2,0,2,0
613,2,10,9,1
150,1,10,1,0
143,4,5,4,1
92,0,1,2,0
631,2,30,4,1
129,9,5,3,1
460,2,9,8,1
161,2,1,1,0
283,2,0,3,0
905,4,11,8,1
55,2,1,0,0
188,1,7,0,0
176,8,24,1,1
156,2,11,10,1
176,0,7,6,0
43,0,5,1,0
161,4,22,3,1
972,8,1,8,1
953,8,9,4,1
712,7,23,10,1
351,4,27,2,1
248,2,1,1,0
239,2,0,0,0
35,5,1,1,0
132,5,3,1,0
30,2,1,0,0
213,0,0,4,0
170,4,20,7,1
327,2,0,10,1
42,2,1,0,0
788,1,29,5,1
239,4,5,2,1
802,2,15,3,1
167,2,0,2,0
168,4,6,0,1
152,1,3,2,0
120,7,5,2,1
934,7,11,4,1
110,5,0,1,0
231,1,20,5,1
90,0,2,2,0
124,2,3,1,0
268,0,0,2,0
21,0,1,1,0
87,10,9,8,1
394,9,3,8,1
85,6,4,3,1
775,5,12,2,1
710,2,6,7,1
973,9,27,9,1
122,2,2,2,0
250,2,8,1,0
92,1,0,1,0
86,2,3,1,0
275,2,3,0,0
226,0,2,2,0
619,2,29,8,1
266,1,3,0,0
73,2,2,0,0
107,2,0,2,0
145,2,2,0,0
738,4,28,7,1
263,0,2,2,0
148,2,7,1,0
500,5,8,7,1
136,2,0,5,0
83,2,16,3,1
57,3,24,6,1
197,0,2,0,0
165,0,10,1,0
243,2,2,4,0
171,1,3,1,0
130,0,4,2,0
38,0,0,2,0
22,2,0,2,0
205,1,0,2,0
134,5,1,0,0
238,2,2,1,0
305,1,5,7,1
898,9,8,4,1
206,1,1,2,0
245,5,2,0,0
179,5,9,9,1
443,1,28,6,1
148,2,9,5,1
284,9,26,6,1
220,1,3,0,0
82,2,3,2,0
721,4,21,9,1
111,1,3,1,0
262,2,2,2,0
74,1,0,2,0
273,2,3,1,0
225,0,3,6,0
418,7,20,3,1
867,8,26,10,1
195,0,0,1,0
224,0,3,2,0
238,0,2,2,0
612,6,9,0,1
108,6,9,2,1
204,2,1,2,0
396,1,15,0,1
147,0,2,0,0
153,8,24,5,1
567,1,16,4,1
134,4,29,7,1
513,4,4,1,1
257,2,2,2,0
112,1,2,2,0
409,2,15,3,1
176,0,1,1,0
152,3,20,2,1
589,2,3,10,1
283,0,2,2,0
185,1,0,7,1
314,0,8,5,1
768,5,18,3,1
43,0,0,0,0
26,1,2,3,0
520,9,8,10,1
52,2,0,0,0
140,1,2,2,0
445,2,3,2,0
718,5,11,9,1
718,6,8,4,1
466,0,28,9,1
560,3,23,9,1
161,0,1,2,0
96,0,1,6,0
137,10,2,2,1
106,8,17,3,1
493,3,1,4,0
193,2,3,1,0
297,5,6,2,1
217,3,18,9,1
170,2,1,2,0
193,4,1,2,0
252,2,26,6,1
412,9,22,10,1
33,2,1,1,0
154,7,21,8,1
181,7,30,6,1
713,2,3,2,1
148,0,0,2,0
333,2,0,2,0
632,5,29,5,1
382,5,4,9,1
196,1,0,6,0
88,5,3,5,0
69,0,3,1,0
364,3,23,6,1
822,9,20,5,1
31,0,8,4,0
538,2,16,0,1
338,0,0,0,0
368,1,13,4,1
130,2,0,2,0
60,6,7,8,1
176,0,3,0,0
487,0,2,1,0
206,0,0,0,0
141,10,29,5,1
154,2,1,2,0
533,4,5,5,1
376,0,7,5,1
149,2,8,0,0
645,6,3,8,1
251,5,5,0,0
961,2,23,6,1
164,10,12,9,1
463,8,7,8,1
173,10,22,8,1
78,1,1,2,0
157,0,5,4,0
81,0,9,1,0
269,2,3,2,0
658,6,27,10,1
126,1,3,0,0
972,7,13,5,1
83,1,1,0,0
269,4,1,2,0
119,5,23,1,1
275,1,1,2,0
734,3,22,8,1
212,2,0,6,0
487,5,3,2,0
265,2,6,6,0
100,2,1,2,0
638,2,25,1,1
923,2,17,1,1
277,2,0,5,0
200,2,6,0,0
339,2,1,2,0
37,0,2,0,0
81,5,23,3,1
762,2,25,2,1
855,4,3,10,1
137,2,2,2,0
31,5,1,6,0
193,2,2,1,0
173,1,2,1,0
75,1,4,0,0
207,2,9,2,0
364,10,11,1,1
753,1,5,3,1
680,4,8,0,1
694,7,25,10,1
71,2,0,2,0
74,1,3,0,0
103,4,3,7,1
343,0,2,1,0
74,2,3,0,0
179,2,20,0,1
168,0,0,1,0
105,1,2,2,0
96,1,0,0,0
154,9,25,10,1
195,2,28,3,1
702,2,4,7,1
735,10,29,1,1
223,2,1,2,0
242,0,3,0,0
375,2,0,0,0
124,1,1,2,0
263,1,3,1,0
497,3,5,7,1
28,0,1,0,0
944,2,7,10,1
402,2,3,2,0
827,0,26,2,1
455,2,3,1,0
170,6,25,1,1
29,0,2,0,0
162,2,3,5,0
244,5,7,3,1
427,2,2,1,0
132,1,2,1,0
271,2,4,0,0
789,10,8,9,1
273,0,1,2,0
262,5,6,0,1
38,1,2,1,0
438,4,1,0,0
874,1,1,5,1
140,0,3,2,0
875,8,9,0,1
134,5,3,10,1
877,9,20,5,1
45,2,3,4,0
294,0,2,5,0
69,0,2,2,0
124,9,7,6,1
131,0,10,4,1
48,1,0,0,0
380,1,0,1,0
296,2,3,1,0
772,4,14,2,1
211,5,3,1,0
61,3,0,6,1
143,0,4,0,0
489,5,28,0,1
182,9,27,0,1
119,8,24,8,1
172,0,1,2,0
480,3,11,1,1
200,2,1,2,0
20,2,3,0,0
908,3,10,5,1
342,10,8,4,1
948,5,26,1,1
184,0,4,0,0
25,2,3,1,0
750,6,21,2,1
288,4,0,4,0
377,2,0,2,0
587,6,1,10,1
193,1,3,1,0
111,2,7,3,1
498,3,10,4,1
153,1,2,0,0
299,9,2,3,1
447,1,8,2,0
871,3,10,8,1
138,2,28,7,1
